"title","URL","unitprice","area","year","direction","decoration","category","bedroom","hall","lavatory","storey","totalstorey","elevator","property","community","far","parkinglot","greening","fee","admdist","secdist","address","subway","school","convenience","sellingpoint","opinion"
"田林十二村精装一室户，采光充足，带大天井，房东降价20万出售","https://shanghai.anjuke.com/prop/view/A1604979438?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=11&kwtype=filter&now_time=1552786259",77941,34,33,"南","精装修","普通住宅",1,0,1,"低层",6,"无","商品房","田林十二村",NA,300,0.3,1.3,"徐汇","田林","钦州路582号",TRUE,TRUE,FALSE,"价格优势:房东诚意出售，售后公房无税，精装修，现已降价出售，上学名额没用过！户型描述:主卧朝南，总高6的1楼，厨卫朝北南北通透，房子整体保养的很好，可以拎包入住！","特色
                                            【小区户型】由85栋多层组成，总高6楼，1梯4户，主要户型2房48-51平米的2房，南北户型或双南户型，没有厅。
                                                            
                    
                                            【轨道交通】正门400m地铁1/12号线漕宝路站，可直达上海火车站，上海南站，可换成2号线直达虹桥火车站
                    
                                            【附近学校】小区后门就是田林三小（徐汇区重点小区）自带田林第六幼儿园（市一级幼儿园）正门是田林三中（市重点中学）
                    
                    
                    
                "
"真fang实jia2005年小区毗邻尚汇豪庭豪华装修看房方便","https://shanghai.anjuke.com/prop/view/A1608159852?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=12&kwtype=filter&now_time=1552786259",73000,104.1,15,"南","精装修","普通住宅",2,2,1,"高层",25,"有","商品房","南林公寓",NA,50,0.3,1.1,"徐汇","田林","小闸镇街123号",FALSE,FALSE,FALSE,"郑重提示：网上有很多价格更低，装修更好的房源，我挂牌的价格比他们都高，但是我保证我的所有房源都是真实有效且是跟房东确认过的真实的价格1：此房为1房2厅1卫，一房朝南带阳台，厅朝南带阳台2：房子精装修的，房东爱干净，经常打理，保养的都很好。3：房子已经满五年且是房东在上海就这一套房子4：不靠垃圾站。不靠变电站。流程介绍：房源→预约时间→看房→洽谈及意向金→定金→签订合同→审税限购及贷?款→过户→出产证→银行放款→交接房屋→物业交割水电结清"," "
"岳阳路 精装修一室户  对口名校 学籍未用 满五唯一","https://shanghai.anjuke.com/prop/view/A1608340092?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=13&kwtype=filter&now_time=1552786259",129602,53.2,20,"东","精装修","普通住宅",1,1,1,NA,4,"无","其他","岳阳路200弄小区",NA,NA,0.3,0.8,"徐汇","衡山路","岳阳路200弄",TRUE,TRUE,FALSE,"核心卖点：简约风格，房型正气，位置安静，满五唯一，学籍未用基本信息：该房产位于岳阳路200弄，属于徐汇淮海南板块，房屋总建筑面积53.24平米，一室一厅，实用型房屋，适合单身或夫妻居住。房屋朝向东南。位于高层(总楼层数是6楼)。房源特色：本房为精装，买下本房您可以省下不少时间，免去装修烦恼，拎包即可入住。诚意出售此房，看房方便，欢迎有意向的用户预约看房。","特色
                                            【小区户型】挂铜牌小区，总高4层，一梯2户，主力户型50平70平到130平为主。
东西向为主，只有边套是东南户型
                                                            
                    
                                            【轨道交通】距离地铁站7号9号沿线500米是肇嘉浜铁站，西面500米衡山路地铁站10号11号沿线
                    
                                            【附近学校】小区对口，建襄小学，中学位育中学和市二中学。
                    
                    
                    
                "
"不靠高架，南北通透，求知學区房，學籍未用，层次好采光佳。","https://shanghai.anjuke.com/prop/view/A1608143328?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=14&kwtype=filter&now_time=1552786259",56642,74.2,23,"南","简单装修","普通住宅",2,1,1,"中层",18,"有","商品房","科苑新村",1.4,NA,0.35,0.8,"徐汇","康健","科苑新村1-43号",TRUE,TRUE,FALSE,"欢迎来到沪联地产，小李的店铺，真诚以待，为你提供全新的房源信息及专业的服务【房源介绍】主卧朝南，次卧朝北，客厅朝北，厨卫全明，详情见户型图【學校介绍】求知小學，中国中學，學籍未用【税费情况】售后公房，满五唯.一，无个.税，无抵.押，无贷.款，产权清晰","特色
                                            【小区户型】小区由多层一梯四户、一梯两户，高层两梯八户组成，35平--80平为主。
                                                            
                    
                                            【轨道交通】漕宝路地铁站1、12号线300米以内可到。
                    
                                            【附近学校】指定对口百年求知小学、中国中学（区重点）
                    
                    
                    
                "
"明园世纪城  精装修两房 采光充足无遮挡 对口名校 满五唯一","https://shanghai.anjuke.com/prop/view/A1601069935?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=15&kwtype=filter&now_time=1552786259",82252,117.9,19,"南","精装修","普通住宅",2,2,1,"中层",22,"有","商品房","明园世纪城",3.9,131,0.3,2,"徐汇","建国西路","复兴中路1199号",TRUE,TRUE,TRUE,"房源介绍：1、房屋精装修，采光充足，户型方正，对口名校，满五唯一2、小区地理位置好，空间大，得房率高3、小区配套设施齐全4、交通出行非常便利我给您描述的都是表面，欢迎您来看房。亲自感受下我们*地产的产品！","特色
                                            【小区户型】小区共4栋房子，罗马式分格，AB为一层6户，CD为一层5户，主力户型166-210平3房4房
                                                                【小区设施】小区花园大概2000平，自带地下停车库，约300个车位，B栋前面有小型儿童滑滑梯
                                        
                    
                                            【轨道交通】地铁10/12号线陕西南路站300米，一站路到达南京路商圈。
                    
                    
                    
                    
                "
"新售真实钥匙房 漕溪三村1室1厅只要215万求知挂户口超值","https://shanghai.anjuke.com/prop/view/A1607165916?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=16&kwtype=filter&now_time=1552786259",61429,35,32,"南","简单装修","普通住宅",1,1,1,"高层",6,"无","商品房","漕溪三村(北区)",NA,57,0.25,0.8,"徐汇","龙华","漕溪三村1-13号",TRUE,TRUE,FALSE,"【核心卖点】：本小区位于漕东支路近龙漕路，属于中环以内靠近内环，周边设施完善，为你生活提供便利，小区车位充足，环境优美，闹中取静，地铁沿线，生活出入便利【户型介绍】：此房是朝南带阳台一房一厅一卫，建筑面积为35平，*，实拍照片","特色
                                            【小区户型】漕溪三村：新三村一梯两户、三户，老三村一梯四户、五户，推荐42平一室一厅，主卧朝南带阳台。
                                                            
                    
                                            【轨道交通】漕宝路地铁站1、12号线200米内，沪闵路公交车总站。
                    
                                            【附近学校】对口百年求知（区重点）
                    
                    
                    
                "
"为你安置一个温馨的 ，华沁小区近植物园 采光明媚，安静舒适！","https://shanghai.anjuke.com/prop/view/A1602841589?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=17&kwtype=filter&now_time=1552786259",46247,123.3,8,"南北","精装修","普通住宅",3,2,1,"高层",30,"有","商品房","华沁家园",NA,150,0.35,2.3,"徐汇","长桥","龙吴路1343弄",TRUE,TRUE,TRUE,"1房型介绍：房屋正气采光好，房东精装修！2配套设施：近植物园，黄浦江，是您休闲散步赏花的好去处！3交通介绍：近地铁15号线（预计2020年通车！）4装修介绍：业主豪华装修直接可以拎包入住！5税费介绍：此房动迁房没有什么税费！","特色
                                            【小区户型】小区里90%以上都是总高35楼，两梯四户的，主力户型一房：56平，两房：90平，三房：123平
                                                                【小区设施】小区车位比例1：0.7，分为地上和地下车位，绿化率35%，带有篮球场，老人健身设施
                                        
                    
                                            【轨道交通】小区从龙吴路大门出口右转100米就是龙吴路龙瑞路公交车站，56,178,957,等多辆公交直达徐家汇
                    
                                            【附近学校】华沁家园：对口罗秀路小学和罗秀幼儿园
                    
                                            【居民素质】小区居民年龄主要集中在30到50岁之间，其中80%是上海本地人口，20%为外地租住人口。
                    
                    
                "
"720度全景！对口东贰！精致装修！南北边套！价格神房！有钥匙","https://shanghai.anjuke.com/prop/view/A1606072823?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=18&kwtype=filter&now_time=1552786259",59524,50.4,33,"南北","精装修","普通住宅",2,1,1,"中层",6,"有","商品房","宛南六村",1.8,NA,0.35,0.8,"徐汇","龙华","宛南六村,天钥桥路905弄1-46号",TRUE,TRUE,TRUE,"欢迎光临小刘的店铺（房源介绍如下）：一.产证面积：50.4平【300万】；二.户型朝向：南北两房，边套全明，厨卫朝北；三.楼层装修：总高楼的6楼的4楼；十几万新装修没几年，看中根据自己需求稍加改动就好了；四.税费情况：满五年唯一，普通住宅，无税费；五.小区环境：89年的房龄，绿化率40%；物业管理比较好，小区停车方便，管理的比较合理；小区处在天钥桥路路段，近万体馆；对口东二；","特色
                                            【小区户型】小区多为一梯四户，30-52平的小户型，楼间距25米，都是层高6楼的多层
                                                            
                                            【生活配套】小区东门出去150米就是双峰路菜市场；
                    
                                            【轨道交通】近体育场4号线500米，游泳馆11号线380米；
                    
                                            【附近学校】对口徐汇区第二梯队重点小区，东安路贰小；宛平中学和龙华中学；
                    
                    
                    
                "
"龙吴路龙瑞路公交站台旁 公交两个站到石龙路地铁 五站到龙漕路","https://shanghai.anjuke.com/prop/view/A1613735438?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=19&kwtype=filter&now_time=1552786259",40598,117,7,"南北","精装修","普通住宅",3,2,2,"中层",33,"有","商品房","华沁家园",NA,150,0.35,2.3,"徐汇","长桥","龙吴路1343弄",TRUE,TRUE,FALSE,"公司*过户贷款消费抵押贷等业务此房源真实！可致电核实！本房推荐理由：1、户型*：朝向：南北，建筑面积：117平方米，利用率高。2、观景房：可看小区花园景观，景观*。3、房保养好：业主买过来没住过多长的一段时间，房子保养挺好。4、性价比高：低于市场价50万元的房子，在社区中实属罕见的抄底价格。5、房子情况：诚意出售，看房提前约。","特色
                                                                【小区设施】小区车位比例1：0.7，分为地上和地下车位，绿化率35%，带有篮球场，老人健身设施，儿童娱乐设施。
                                        
                    
                    
                                            【附近学校】华沁家园：对口罗秀路小学和罗秀幼儿园，入学条件：适龄儿童户口落户满3年，外地人居住证满5年。
                    
                                            【居民素质】小区居民年龄主要集中在30到50岁之间，其中60%是上海本地人口，40%为外地租住人口。
                    
                    
                "
"馨宁公寓，给您一个温馨的家，*楼层，高区景观房，全明户型","https://shanghai.anjuke.com/prop/view/A1606621221?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=20&kwtype=filter&now_time=1552786259",44667,105,8,"南北","简单装修","普通住宅",3,2,1,"中层",26,"有","商品房","馨宁公寓",2.5,NA,0.35,0.6,"徐汇","长桥","华发路406弄,华发路368弄",TRUE,FALSE,TRUE,"1户型介绍：房型正气主卧朝南，次卧朝西。全明户型！2小区介绍：小区房龄新，交通便利！绿化面积广，空气非常好！3看房方式：看房方便随时可看！4税费介绍：满五唯一！5产权介绍：产权清晰产权一个人！","特色
                                            【小区户型】馨宁公寓分为368弄和406弄，其中368弄是两梯四户毛坯交付。406弄全部为3梯12户精装修交付
                                                            
                                            【生活配套】小区出门往东100米是东阔生活广场，尚优玛特超市，老年福利院，公交车站等
                    
                                            【轨道交通】小区出门往西850米是15号线朱梅路站点，门口往东30米是公交站，可乘坐714,820,1220.
                    
                    
                    
                    
                "
"新出公安大楼高区三房  两房朝南  南北通透 对口名校","https://shanghai.anjuke.com/prop/view/A1599955350?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=21&kwtype=filter&now_time=1552786259",99522,100.5,27,"南","简单装修","普通住宅",3,1,1,"高层",32,"有","商品房","吴兴路公安大楼",2.8,300,0.36,0.6,"徐汇","衡山路","吴兴路270弄",TRUE,TRUE,TRUE,"核心卖点：两房朝南，南北通透，简约风格，房型正气，位置安静，学籍未用基本信息：该房产位于吴兴路270弄，房屋总建筑面积100.48平米，3室一厅，实用型房屋，适合一家人居住。房屋朝向南。位于高层(总楼层数是32楼)。周边配套：公共交通方面，附近有轨交9号线。房源特色：本房为中装，买下本房您可以省下不少时间，拎包即可入住。诚意出售此房，看房方便，欢迎有意向的用户预约看房。","特色
                                            【小区户型】推小户型43平米的朝南一房，总价低挂户口专用，租金可达6000.    居家的话不太适用
                                                            
                                            【生活配套】小区出门西南方向100米就是徐家汇公园，超长跑道，方便晨跑，而且带小朋友的游玩的好地方
                    
                                            【轨道交通】小区出门西南100米处就是地铁站1.7.9号线 1号线可以直达徐家汇，购物吃饭非常方便
                    
                                            【附近学校】对口高安一小，属于徐汇区重点学校，一梯队的学校
                    
                    
                    
                "
"交大附小 紧邻地铁  满5年唯一  南北通大三房  带一车位","https://shanghai.anjuke.com/prop/view/A1603210094?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=22&kwtype=filter&now_time=1552786259",68791,138.1,14,"南北","精装修","普通住宅",3,2,2,"中层",27,"有","商品房","阳光名邸",NA,NA,NA,1.5,"徐汇","徐家汇","凯旋路1688弄",TRUE,TRUE,FALSE,"此房是中高区楼层阳光全天采光特别好边套全明的视野好两房朝南一房朝北厅南北通带一车位有钥匙随时看房","特色
                                            【小区户型】小区一共六栋楼，两梯两户为主，部分两梯三户，主力户型，南北两房和南北通三房为主。
                                                            
                    
                    
                                            【附近学校】小区对口交大附小、徐汇中学，都是徐汇区重点学校，师资力量雄厚。
                    
                                            【居民素质】小区租客少，邻里相处和睦。
                    
                    
                "
"科汇景苑，*板式三房，精装修，近地铁龙漕路对口求知小学，","https://shanghai.anjuke.com/prop/view/A1607806953?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=23&kwtype=filter&now_time=1552786259",61874,109.9,16,"南北","精装修","普通住宅",3,2,2,"中层",6,"有","商品房","科汇景苑",2.5,NA,0.4,1.5,"徐汇","龙华","田东路69弄",TRUE,TRUE,TRUE,"1户型介绍：房型正气两卧朝南，次卧朝北，厅南北直通！2小区介绍：小区位于田东路69弄，小区环境好绿化覆盖率广！3看房方式：看房方便随时可看！4配套设施：紧邻漕溪公园，近地铁龙漕路站，出行散步都非常方便！5*介绍：对口百年求知小学，*名额未用！6税费介绍：满五唯一！","特色
                                            【小区户型】总共5栋，1/3/4号总高6层，2/5号总高7层，全部1梯2户
                                                            
                                            【生活配套】漕溪公园350米，农工商，联华，漕溪菜场，宏润菜场，远大心胸医院，仁爱医院，老百姓大药房
                    
                                            【轨道交通】3/12号线龙漕路516米，3号线漕溪路518米，公交956/120/111等
                    
                                            【附近学校】阳光幼儿园，漕溪新村幼儿园，上海师范大学附属龙华小学，百年求知小学师资力量雄厚，距离1.5公里范围内
                    
                    
                    
                "
"新出高区朝南3房 对口建襄小学 售后公房 学籍未用仅此一套","https://shanghai.anjuke.com/prop/view/A1609612291?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=24&kwtype=filter&now_time=1552786259",131663,62.7,24,"南北","精装修","普通住宅",1,2,1,"高层",14,"有","商品房","岳阳大楼",2.2,38,0.3,1.2,"徐汇","建国西路","岳阳路221号",TRUE,TRUE,FALSE,"幼儿园：五原路幼儿园（一级园）机关幼儿园（示范园）小学：建襄小学（市）中学：位育中学（市）市二初级中学（市）居委：太原居委（全部对口建襄）买房保障：产权清晰，2个人名字，无抵押，无贷款，无纠纷，户口可随时迁走，放心交易，五年内没有小孩上过学，可放心购买。","特色
                                            【小区户型】小区为独栋，总高14层，两梯11户，主力户型63平的 两房朝南，厅朝北。
                                                            
                    
                                            【轨道交通】到9号线肇嘉浜路站800米，到1号线衡山路站600米
                    
                                            【附近学校】对口徐汇区重点小学---建襄小学，对口重点中学---位育和市二中学。
                    
                    
                    
                "
"高品质，延庆路东湖路，双开间花园洋房，65平680万","https://shanghai.anjuke.com/prop/view/A1614281042?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=25&kwtype=filter&now_time=1552786259",152809,44.5,84,"南北","简单装修","普通住宅",2,1,1,NA,3,"无","商品房","延庆路18弄小区",1.6,NA,0.3,0.8,"徐汇","衡山路","延庆路18弄",TRUE,TRUE,TRUE,"地段：延庆路东湖路简介：使用权花园洋房，总高三层在二层，一层一户，两房朝南，房卡面积44.8平，附送阳台10平和厨卫10阳台。层高3.5米实测，房子非常大气。卖点：小区环境棒，高品质双开间洋房，一门关全独用。录入：2018-11-27，房源信息真实在售。","特色
                                            【小区户型】小区为花园洋房小区，共12幢花园洋房组成，推荐140-315平大户型大平层和整栋，坐北朝南带大花园。
                                                            
                                            【生活配套】小区出门沿富民路向北500米左右是大型商超“联华超市”，内设生活日用品，烟酒等。对面就是延庆菜场。
                    
                                            【轨道交通】小区向西步行300米左右是地铁1/7号线常熟路站，向南乘坐2站是港汇广场，向北乘坐1站是静安寺。
                    
                                            【附近学校】小区向东300米是位育重点学校9年制中小学连读，学校师资力量雄厚，教育资源丰富，为小孩上学提供场所
                    
                    
                    
                "
